"collection","period","period_label","year"
"Nachlass Cornelius von Fabriczy","http://www.wikidata.org/entity/Q4692","Renaissance","1894"
"Nachlass Cornelius von Fabriczy","http://www.wikidata.org/entity/Q4692","Renaissance","1895"
"Nachlass Cornelius von Fabriczy","http://www.wikidata.org/entity/Q4692","Renaissance","1896"
"Nachlass Cornelius von Fabriczy","http://www.wikidata.org/entity/Q4692","Renaissance","1897"
"Nachlass Cornelius von Fabriczy","http://www.wikidata.org/entity/Q4692","Renaissance","1898"
"Nachlass Cornelius von Fabriczy","http://www.wikidata.org/entity/Q4692","Renaissance","1899"
"Nachlass Cornelius von Fabriczy","http://www.wikidata.org/entity/Q4692","Renaissance","1900"
"Nachlass Cornelius von Fabriczy","http://www.wikidata.org/entity/Q4692","Renaissance","1901"
"Nachlass Cornelius von Fabriczy","http://www.wikidata.org/entity/Q4692","Renaissance","1902"
"Nachlass Cornelius von Fabriczy","http://www.wikidata.org/entity/Q4692","Renaissance","1903"
"Nachlass Cornelius von Fabriczy","http://www.wikidata.org/entity/Q4692","Renaissance","1904"
"Nachlass Cornelius von Fabriczy","http://www.wikidata.org/entity/Q4692","Renaissance","1905"
"Nachlass Cornelius von Fabriczy","http://www.wikidata.org/entity/Q4692","Renaissance","1906"
"Nachlass Cornelius von Fabriczy","http://www.wikidata.org/entity/Q4692","Renaissance","1907"
"Nachlass Cornelius von Fabriczy","http://www.wikidata.org/entity/Q4692","Renaissance","1908"
"Nachlass Cornelius von Fabriczy","http://www.wikidata.org/entity/Q4692","Renaissance","1909"
"Nachlass Cornelius von Fabriczy","http://www.wikidata.org/entity/Q4692","Renaissance","1910"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1965"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1966"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1967"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1968"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1969"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1970"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1971"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1972"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1973"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1974"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1975"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1976"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1977"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1978"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1979"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1980"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1981"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1982"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1983"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1984"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1985"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1986"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1987"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1988"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1989"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1990"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1991"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1992"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1993"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1994"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1995"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1996"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1997"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1998"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","1999"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","2000"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","2001"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","2002"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","2003"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","2004"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","2005"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","2006"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","2007"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","2008"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","2009"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","2010"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","2011"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","2012"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","2013"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","2014"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","2015"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","2016"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","2017"
"Fototeca Fahy","http://www.wikidata.org/entity/Q4692","Renaissance","2018"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1943"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1944"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1945"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1946"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1947"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1948"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1949"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1950"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1951"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1952"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1953"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1954"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1955"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1956"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1957"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1958"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1959"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1960"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1961"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1962"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1963"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1964"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1965"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1966"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1967"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1968"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1969"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1970"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1971"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1972"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1973"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1974"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1975"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1976"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1977"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1978"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1979"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1980"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1981"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1982"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1983"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1984"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1985"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1986"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1987"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1988"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1989"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1990"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1991"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1992"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1993"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1994"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1995"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1996"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1997"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1998"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","1999"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","2000"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","2001"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","2002"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q4692","Renaissance","2003"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1943"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1944"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1945"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1946"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1947"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1948"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1949"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1950"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1951"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1952"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1953"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1954"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1955"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1956"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1957"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1958"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1959"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1960"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1961"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1962"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1963"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1964"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1965"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1966"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1967"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1968"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1969"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1970"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1971"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1972"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1973"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1974"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1975"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1976"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1977"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1978"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1979"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1980"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1981"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1982"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1983"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1984"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1985"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1986"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1987"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1988"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1989"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1990"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1991"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1992"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1993"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1994"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1995"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1996"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1997"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1998"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","1999"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","2000"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","2001"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","2002"
"Nachlass Richard Krautheimer","http://www.wikidata.org/entity/Q429811","early Christian art and architecture","2003"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1947"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1948"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1949"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1950"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1951"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1952"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1953"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1954"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1955"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1956"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1957"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1958"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1959"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1960"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1961"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1962"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1963"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1964"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1965"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1966"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1967"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1968"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1969"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1970"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1971"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1972"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1973"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1974"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1975"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1976"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1977"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1978"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1979"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1980"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1981"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1982"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1983"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1984"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1985"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1986"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1987"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1988"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1989"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1990"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1991"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1992"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1993"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1994"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1995"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1996"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1997"
"Fototeca Zeri","http://www.wikidata.org/entity/Q12554","Middle Ages","1998"
"Nachlass Kurt Badt","http://www.wikidata.org/entity/Q12554","Middle Ages","1937"
"Nachlass Kurt Badt","http://www.wikidata.org/entity/Q12554","Middle Ages","1938"
"Nachlass Kurt Badt","http://www.wikidata.org/entity/Q12554","Middle Ages","1939"
"Nachlass Kurt Badt","http://www.wikidata.org/entity/Q12554","Middle Ages","1940"
"Nachlass Kurt Badt","http://www.wikidata.org/entity/Q12554","Middle Ages","1941"
"Nachlass Kurt Badt","http://www.wikidata.org/entity/Q12554","Middle Ages","1942"
"Nachlass Kurt Badt","http://www.wikidata.org/entity/Q12554","Middle Ages","1943"
"Nachlass Kurt Badt","http://www.wikidata.org/entity/Q12554","Middle Ages","1944"
"Nachlass Kurt Badt","http://www.wikidata.org/entity/Q12554","Middle Ages","1945"
"Nachlass Kurt Badt","http://www.wikidata.org/entity/Q12554","Middle Ages","1946"
"Nachlass Kurt Badt","http://www.wikidata.org/entity/Q12554","Middle Ages","1947"
"Nachlass Kurt Badt","http://www.wikidata.org/entity/Q12554","Middle Ages","1948"
"Nachlass Kurt Badt","http://www.wikidata.org/entity/Q12554","Middle Ages","1949"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1931"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1932"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1933"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1934"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1935"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1936"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1937"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1938"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1939"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1940"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1941"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1942"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1943"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1944"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1945"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1946"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1947"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1948"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1949"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1950"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1951"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1952"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1953"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1954"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1955"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1956"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1957"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1958"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1959"
"Nachlass Werner Cohn","http://www.wikidata.org/entity/Q12554","Middle Ages","1960"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q131808","Mannerism","1925"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q131808","Mannerism","1926"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q131808","Mannerism","1927"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q131808","Mannerism","1928"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q131808","Mannerism","1929"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q131808","Mannerism","1930"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q131808","Mannerism","1931"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q131808","Mannerism","1932"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q131808","Mannerism","1933"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q131808","Mannerism","1934"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q131808","Mannerism","1935"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q131808","Mannerism","1936"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q131808","Mannerism","1937"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q131808","Mannerism","1938"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q131808","Mannerism","1939"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q131808","Mannerism","1940"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q131808","Mannerism","1941"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q131808","Mannerism","1942"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q131808","Mannerism","1943"
"Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei","http://www.wikidata.org/entity/Q131808","Mannerism","1944"
